sample,Phylum,SeqAbundance,PercentPhylum,trophicstate,filter,lakenames,limnion
BRIH13um,Candidate_division_BRC1,24,0.23,Productive,Particle,Bristol,Bottom
BRIH13um,Candidate_division_OD1,49,0.48,Productive,Particle,Bristol,Bottom
BRIH13um,Candidate_division_OP11,0,0,Productive,Particle,Bristol,Bottom
BRIH13um,Candidate_division_OP3,43,0.42,Productive,Particle,Bristol,Bottom
BRIH13um,Candidate_division_OP8,0,0,Productive,Particle,Bristol,Bottom
BRIH13um,Candidate_division_SR1,10,0.1,Productive,Particle,Bristol,Bottom
BRIH13um,Candidate_division_TM7,0,0,Productive,Particle,Bristol,Bottom
BRIH13um,Candidate_division_WS3,25,0.24,Productive,Particle,Bristol,Bottom
BRIH13um,Chlamydiae,0,0,Productive,Particle,Bristol,Bottom
BRIH13um,Chlorobi,122,1.18,Productive,Particle,Bristol,Bottom
BRIH13um,Chloroflexi,514,4.99,Productive,Particle,Bristol,Bottom
BRIH13um,Cyanobacteria,1245,12.08,Productive,Particle,Bristol,Bottom
BRIH13um,Deferribacteres,0,0,Productive,Particle,Bristol,Bottom
BRIH13um,Deinococcus-Thermus,24,0.23,Productive,Particle,Bristol,Bottom
BRIH13um,Dictyoglomi,0,0,Productive,Particle,Bristol,Bottom
BRIH13um,Elusimicrobia,0,0,Productive,Particle,Bristol,Bottom
BRIH13um,Fibrobacteres,26,0.25,Productive,Particle,Bristol,Bottom
BRIH13um,Firmicutes,170,1.65,Productive,Particle,Bristol,Bottom
BRIH13um,Fusobacteria,0,0,Productive,Particle,Bristol,Bottom
BRIH13um,Gemmatimonadetes,0,0,Productive,Particle,Bristol,Bottom
BRIH13um,Lentisphaerae,635,6.16,Productive,Particle,Bristol,Bottom
BRIH13um,NPL-UPA2,61,0.59,Productive,Particle,Bristol,Bottom
BRIH13um,Planctomycetes,403,3.91,Productive,Particle,Bristol,Bottom
BRIH13um,Spirochaetae,64,0.62,Productive,Particle,Bristol,Bottom
BRIH13um,Tenericutes,0,0,Productive,Particle,Bristol,Bottom
BRIH13um,Thermotogae,0,0,Productive,Particle,Bristol,Bottom
BRIH13um,TM6,6,0.06,Productive,Particle,Bristol,Bottom
BRIH13um,Verrucomicrobia,1150,11.15,Productive,Particle,Bristol,Bottom
BRIH13um,WCHB1-60,0,0,Productive,Particle,Bristol,Bottom
BRIH2,Acidobacteria,20,0.19,Productive,Free,Bristol,Bottom
BRIH2,Actinobacteria,1269,12.33,Productive,Free,Bristol,Bottom
BRIH2,Armatimonadetes,9,0.09,Productive,Free,Bristol,Bottom
BRIH2,Bacteroidetes,2206,21.44,Productive,Free,Bristol,Bottom
BRIH2,BD1-5,10,0.1,Productive,Free,Bristol,Bottom
BRIH2,Candidate_division_BRC1,0,0,Productive,Free,Bristol,Bottom
BRIH2,Candidate_division_OD1,57,0.55,Productive,Free,Bristol,Bottom
BRIH2,Candidate_division_OP11,0,0,Productive,Free,Bristol,Bottom
BRIH2,Candidate_division_OP3,67,0.65,Productive,Free,Bristol,Bottom
BRIH2,Candidate_division_OP8,0,0,Productive,Free,Bristol,Bottom
BRIH2,Candidate_division_SR1,16,0.16,Productive,Free,Bristol,Bottom
BRIH2,Candidate_division_TM7,0,0,Productive,Free,Bristol,Bottom
BRIH2,Candidate_division_WS3,0,0,Productive,Free,Bristol,Bottom
BRIH2,Chlamydiae,0,0,Productive,Free,Bristol,Bottom
BRIH2,Chlorobi,70,0.68,Productive,Free,Bristol,Bottom
BRIH2,Chloroflexi,120,1.17,Productive,Free,Bristol,Bottom
BRIH2,Cyanobacteria,210,2.04,Productive,Free,Bristol,Bottom
BRIH2,Deferribacteres,0,0,Productive,Free,Bristol,Bottom
BRIH2,Deinococcus-Thermus,38,0.37,Productive,Free,Bristol,Bottom
BRIH2,Dictyoglomi,0,0,Productive,Free,Bristol,Bottom
BRIH2,Elusimicrobia,7,0.07,Productive,Free,Bristol,Bottom
BRIH2,Fibrobacteres,47,0.46,Productive,Free,Bristol,Bottom
BRIH2,Firmicutes,153,1.49,Productive,Free,Bristol,Bottom
BRIH2,Fusobacteria,0,0,Productive,Free,Bristol,Bottom
BRIH2,Gemmatimonadetes,0,0,Productive,Free,Bristol,Bottom
BRIH2,Lentisphaerae,947,9.2,Productive,Free,Bristol,Bottom
BRIH2,NPL-UPA2,120,1.17,Productive,Free,Bristol,Bottom
BRIH2,Planctomycetes,121,1.18,Productive,Free,Bristol,Bottom
BRIH2,Spirochaetae,108,1.05,Productive,Free,Bristol,Bottom
BRIH2,Tenericutes,20,0.19,Productive,Free,Bristol,Bottom
BRIH2,Thermotogae,0,0,Productive,Free,Bristol,Bottom
BRIH2,TM6,7,0.07,Productive,Free,Bristol,Bottom
BRIH2,Verrucomicrobia,1015,9.86,Productive,Free,Bristol,Bottom
BRIH2,WCHB1-60,0,0,Productive,Free,Bristol,Bottom
BRIH23um,Acidobacteria,32,0.31,Productive,Particle,Bristol,Bottom
BRIH23um,Actinobacteria,256,2.49,Productive,Particle,Bristol,Bottom
BRIH23um,Armatimonadetes,69,0.67,Productive,Particle,Bristol,Bottom
BRIH23um,Bacteroidetes,2041,19.82,Productive,Particle,Bristol,Bottom
BRIH23um,BD1-5,7,0.07,Productive,Particle,Bristol,Bottom
BRIH23um,Candidate_division_BRC1,15,0.15,Productive,Particle,Bristol,Bottom
BRIH23um,Candidate_division_OD1,58,0.56,Productive,Particle,Bristol,Bottom
BRIH23um,Candidate_division_OP11,0,0,Productive,Particle,Bristol,Bottom
BRIH23um,Candidate_division_OP3,54,0.52,Productive,Particle,Bristol,Bottom
BRIH23um,Candidate_division_OP8,4,0.04,Productive,Particle,Bristol,Bottom
BRIH23um,Candidate_division_SR1,10,0.1,Productive,Particle,Bristol,Bottom
BRIH23um,Candidate_division_TM7,0,0,Productive,Particle,Bristol,Bottom
BRIH23um,Candidate_division_WS3,20,0.19,Productive,Particle,Bristol,Bottom
BRIH23um,Chlamydiae,0,0,Productive,Particle,Bristol,Bottom
BRIH23um,Chlorobi,100,0.97,Productive,Particle,Bristol,Bottom
BRIH23um,Chloroflexi,587,5.7,Productive,Particle,Bristol,Bottom
BRIH23um,Cyanobacteria,1114,10.82,Productive,Particle,Bristol,Bottom
BRIH23um,Deferribacteres,0,0,Productive,Particle,Bristol,Bottom
BRIH23um,Deinococcus-Thermus,19,0.18,Productive,Particle,Bristol,Bottom
BRIH23um,Dictyoglomi,0,0,Productive,Particle,Bristol,Bottom
BRIH23um,Elusimicrobia,0,0,Productive,Particle,Bristol,Bottom
BRIH23um,Fibrobacteres,23,0.22,Productive,Particle,Bristol,Bottom
BRIH23um,Firmicutes,188,1.83,Productive,Particle,Bristol,Bottom
BRIH23um,Fusobacteria,0,0,Productive,Particle,Bristol,Bottom
BRIH23um,Gemmatimonadetes,0,0,Productive,Particle,Bristol,Bottom
BRIH23um,Lentisphaerae,676,6.56,Productive,Particle,Bristol,Bottom
BRIH23um,NPL-UPA2,81,0.79,Productive,Particle,Bristol,Bottom
BRIH23um,Planctomycetes,380,3.69,Productive,Particle,Bristol,Bottom
BRIH23um,Spirochaetae,58,0.56,Productive,Particle,Bristol,Bottom
BRIH23um,Tenericutes,11,0.11,Productive,Particle,Bristol,Bottom
BRIH23um,Thermotogae,3,0.03,Productive,Particle,Bristol,Bottom
BRIH23um,TM6,5,0.05,Productive,Particle,Bristol,Bottom
BRIH23um,Verrucomicrobia,1150,11.17,Productive,Particle,Bristol,Bottom
BRIH23um,WCHB1-60,0,0,Productive,Particle,Bristol,Bottom
BSTE1,Acidobacteria,0,0,Productive,Free,Bassett,Top
BSTE1,Actinobacteria,2222,21.56,Productive,Free,Bassett,Top
BSTE1,Armatimonadetes,0,0,Productive,Free,Bassett,Top
BSTE1,Bacteroidetes,1567,15.2,Productive,Free,Bassett,Top
BSTE1,BD1-5,0,0,Productive,Free,Bassett,Top
BSTE1,Candidate_division_BRC1,0,0,Productive,Free,Bassett,Top
BSTE1,Candidate_division_OD1,0,0,Productive,Free,Bassett,Top
BSTE1,Candidate_division_OP11,0,0,Productive,Free,Bassett,Top
BSTE1,Candidate_division_OP3,0,0,Productive,Free,Bassett,Top
BSTE1,Candidate_division_OP8,0,0,Productive,Free,Bassett,Top
BSTE1,Candidate_division_SR1,0,0,Productive,Free,Bassett,Top
BSTE1,Candidate_division_TM7,0,0,Productive,Free,Bassett,Top
BSTE1,Candidate_division_WS3,0,0,Productive,Free,Bassett,Top
BSTE1,Chlamydiae,0,0,Productive,Free,Bassett,Top
BSTE1,Chlorobi,0,0,Productive,Free,Bassett,Top
BSTE1,Chloroflexi,0,0,Productive,Free,Bassett,Top
BSTE1,Cyanobacteria,2673,25.93,Productive,Free,Bassett,Top
BSTE1,Deferribacteres,0,0,Productive,Free,Bassett,Top
BSTE1,Deinococcus-Thermus,0,0,Productive,Free,Bassett,Top
BSTE1,Dictyoglomi,0,0,Productive,Free,Bassett,Top
BSTE1,Elusimicrobia,0,0,Productive,Free,Bassett,Top
BSTE1,Fibrobacteres,0,0,Productive,Free,Bassett,Top
BSTE1,Firmicutes,0,0,Productive,Free,Bassett,Top
BSTE1,Fusobacteria,0,0,Productive,Free,Bassett,Top
BSTE1,Gemmatimonadetes,0,0,Productive,Free,Bassett,Top
BSTE1,Lentisphaerae,0,0,Productive,Free,Bassett,Top
BSTE1,NPL-UPA2,0,0,Productive,Free,Bassett,Top
BSTE1,Planctomycetes,729,7.07,Productive,Free,Bassett,Top
BSTE1,Spirochaetae,8,0.08,Productive,Free,Bassett,Top
BSTE1,Tenericutes,0,0,Productive,Free,Bassett,Top
BSTE1,Thermotogae,0,0,Productive,Free,Bassett,Top
BSTE1,TM6,0,0,Productive,Free,Bassett,Top
BSTE1,Verrucomicrobia,1925,18.67,Productive,Free,Bassett,Top
BSTE1,WCHB1-60,0,0,Productive,Free,Bassett,Top
BSTE13um,Acidobacteria,0,0,Productive,Particle,Bassett,Top
BSTE13um,Actinobacteria,119,1.15,Productive,Particle,Bassett,Top
BSTE13um,Armatimonadetes,10,0.1,Productive,Particle,Bassett,Top
BSTE13um,Bacteroidetes,2825,27.4,Productive,Particle,Bassett,Top
BSTE13um,BD1-5,0,0,Productive,Particle,Bassett,Top
BSTE13um,Candidate_division_BRC1,0,0,Productive,Particle,Bassett,Top
BSTE13um,Candidate_division_OD1,0,0,Productive,Particle,Bassett,Top
BSTE13um,Candidate_division_OP11,0,0,Productive,Particle,Bassett,Top
BSTE13um,Candidate_division_OP3,0,0,Productive,Particle,Bassett,Top
BSTE13um,Candidate_division_OP8,0,0,Productive,Particle,Bassett,Top
BSTE13um,Candidate_division_SR1,0,0,Productive,Particle,Bassett,Top
BSTE13um,Candidate_division_TM7,0,0,Productive,Particle,Bassett,Top
BSTE13um,Candidate_division_WS3,0,0,Productive,Particle,Bassett,Top
BSTE13um,Chlamydiae,0,0,Productive,Particle,Bassett,Top
BSTE13um,Chlorobi,0,0,Productive,Particle,Bassett,Top
BSTE13um,Chloroflexi,0,0,Productive,Particle,Bassett,Top
BSTE13um,Cyanobacteria,2804,27.2,Productive,Particle,Bassett,Top
BSTE13um,Deferribacteres,0,0,Productive,Particle,Bassett,Top
BSTE13um,Deinococcus-Thermus,0,0,Productive,Particle,Bassett,Top
BSTE13um,Dictyoglomi,0,0,Productive,Particle,Bassett,Top
BSTE13um,Elusimicrobia,0,0,Productive,Particle,Bassett,Top
BSTE13um,Fibrobacteres,0,0,Productive,Particle,Bassett,Top
BSTE13um,Firmicutes,0,0,Productive,Particle,Bassett,Top
BSTE13um,Fusobacteria,0,0,Productive,Particle,Bassett,Top
BSTE13um,Gemmatimonadetes,0,0,Productive,Particle,Bassett,Top
BSTE13um,Lentisphaerae,0,0,Productive,Particle,Bassett,Top
BSTE13um,NPL-UPA2,0,0,Productive,Particle,Bassett,Top
BSTE13um,Planctomycetes,1968,19.09,Productive,Particle,Bassett,Top
BSTE13um,Spirochaetae,0,0,Productive,Particle,Bassett,Top
BSTE13um,Tenericutes,0,0,Productive,Particle,Bassett,Top
BSTE13um,Thermotogae,0,0,Productive,Particle,Bassett,Top
BSTE13um,TM6,0,0,Productive,Particle,Bassett,Top
BSTE13um,Verrucomicrobia,1226,11.89,Productive,Particle,Bassett,Top
BSTE13um,WCHB1-60,0,0,Productive,Particle,Bassett,Top
BSTE23um,Acidobacteria,0,0,Productive,Particle,Bassett,Top
BSTE23um,Actinobacteria,97,0.94,Productive,Particle,Bassett,Top
BSTE23um,Armatimonadetes,15,0.15,Productive,Particle,Bassett,Top
BSTE23um,Bacteroidetes,3068,29.78,Productive,Particle,Bassett,Top
BSTE23um,BD1-5,0,0,Productive,Particle,Bassett,Top
BSTE23um,Candidate_division_BRC1,0,0,Productive,Particle,Bassett,Top
BSTE23um,Candidate_division_OD1,0,0,Productive,Particle,Bassett,Top
BSTE23um,Candidate_division_OP11,0,0,Productive,Particle,Bassett,Top
BSTE23um,Candidate_division_OP3,0,0,Productive,Particle,Bassett,Top
BSTE23um,Candidate_division_OP8,0,0,Productive,Particle,Bassett,Top
BSTE23um,Candidate_division_SR1,0,0,Productive,Particle,Bassett,Top
BSTE23um,Candidate_division_TM7,0,0,Productive,Particle,Bassett,Top
BSTE23um,Candidate_division_WS3,0,0,Productive,Particle,Bassett,Top
BSTE23um,Chlamydiae,0,0,Productive,Particle,Bassett,Top
BSTE23um,Chlorobi,0,0,Productive,Particle,Bassett,Top
BSTE23um,Chloroflexi,0,0,Productive,Particle,Bassett,Top
BSTE23um,Cyanobacteria,2754,26.73,Productive,Particle,Bassett,Top
BSTE23um,Deferribacteres,0,0,Productive,Particle,Bassett,Top
BSTE23um,Deinococcus-Thermus,0,0,Productive,Particle,Bassett,Top
BSTE23um,Dictyoglomi,0,0,Productive,Particle,Bassett,Top
BSTE23um,Elusimicrobia,0,0,Productive,Particle,Bassett,Top
BSTE23um,Fibrobacteres,0,0,Productive,Particle,Bassett,Top
BSTE23um,Firmicutes,0,0,Productive,Particle,Bassett,Top
BSTE23um,Fusobacteria,0,0,Productive,Particle,Bassett,Top
BSTE23um,Gemmatimonadetes,0,0,Productive,Particle,Bassett,Top
BSTE23um,Lentisphaerae,0,0,Productive,Particle,Bassett,Top
BSTE23um,NPL-UPA2,0,0,Productive,Particle,Bassett,Top
BSTE23um,Planctomycetes,1790,17.38,Productive,Particle,Bassett,Top
BSTE23um,Spirochaetae,0,0,Productive,Particle,Bassett,Top
BSTE23um,Tenericutes,0,0,Productive,Particle,Bassett,Top
BSTE23um,Thermotogae,0,0,Productive,Particle,Bassett,Top
BSTE23um,TM6,0,0,Productive,Particle,Bassett,Top
BSTE23um,Verrucomicrobia,937,9.1,Productive,Particle,Bassett,Top
BSTE23um,WCHB1-60,0,0,Productive,Particle,Bassett,Top
BSTH1,Acidobacteria,17,0.16,Productive,Free,Bassett,Bottom
BSTH1,Actinobacteria,714,6.93,Productive,Free,Bassett,Bottom
BSTH1,Armatimonadetes,11,0.11,Productive,Free,Bassett,Bottom
BSTH1,Bacteroidetes,2372,23.02,Productive,Free,Bassett,Bottom
BSTH1,BD1-5,50,0.49,Productive,Free,Bassett,Bottom
BSTH1,Candidate_division_BRC1,13,0.13,Productive,Free,Bassett,Bottom
BSTH1,Candidate_division_OD1,177,1.72,Productive,Free,Bassett,Bottom
BSTH1,Candidate_division_OP11,0,0,Productive,Free,Bassett,Bottom
BSTH1,Candidate_division_OP3,108,1.05,Productive,Free,Bassett,Bottom
BSTH1,Candidate_division_OP8,0,0,Productive,Free,Bassett,Bottom
BSTH1,Candidate_division_SR1,31,0.3,Productive,Free,Bassett,Bottom
BSTH1,Candidate_division_TM7,5,0.05,Productive,Free,Bassett,Bottom
BSTH1,Candidate_division_WS3,0,0,Productive,Free,Bassett,Bottom
BSTH1,Chlamydiae,0,0,Productive,Free,Bassett,Bottom
BSTH1,Chlorobi,944,9.16,Productive,Free,Bassett,Bottom
BSTH1,Chloroflexi,214,2.08,Productive,Free,Bassett,Bottom
BSTH1,Cyanobacteria,161,1.56,Productive,Free,Bassett,Bottom
BSTH1,Deferribacteres,0,0,Productive,Free,Bassett,Bottom
BSTH1,Deinococcus-Thermus,29,0.28,Productive,Free,Bassett,Bottom
BSTH1,Dictyoglomi,0,0,Productive,Free,Bassett,Bottom
BSTH1,Elusimicrobia,0,0,Productive,Free,Bassett,Bottom
BSTH1,Fibrobacteres,28,0.27,Productive,Free,Bassett,Bottom
BSTH1,Firmicutes,370,3.59,Productive,Free,Bassett,Bottom
BSTH1,Fusobacteria,0,0,Productive,Free,Bassett,Bottom
BSTH1,Gemmatimonadetes,0,0,Productive,Free,Bassett,Bottom
BSTH1,Lentisphaerae,258,2.5,Productive,Free,Bassett,Bottom
BSTH1,NPL-UPA2,80,0.78,Productive,Free,Bassett,Bottom
BSTH1,Planctomycetes,87,0.84,Productive,Free,Bassett,Bottom
BSTH1,Spirochaetae,64,0.62,Productive,Free,Bassett,Bottom
BSTH1,Tenericutes,6,0.06,Productive,Free,Bassett,Bottom
BSTH1,Thermotogae,0,0,Productive,Free,Bassett,Bottom
BSTH1,TM6,103,1,Productive,Free,Bassett,Bottom
BSTH1,Verrucomicrobia,582,5.65,Productive,Free,Bassett,Bottom
BSTH1,WCHB1-60,0,0,Productive,Free,Bassett,Bottom
BSTH13um,Acidobacteria,29,0.28,Productive,Particle,Bassett,Bottom
BSTH13um,Actinobacteria,72,0.7,Productive,Particle,Bassett,Bottom
BSTH13um,Armatimonadetes,39,0.38,Productive,Particle,Bassett,Bottom
BSTH13um,Bacteroidetes,2107,20.44,Productive,Particle,Bassett,Bottom
BSTH13um,BD1-5,25,0.24,Productive,Particle,Bassett,Bottom
BSTH13um,Candidate_division_BRC1,23,0.22,Productive,Particle,Bassett,Bottom
BSTH13um,Candidate_division_OD1,48,0.47,Productive,Particle,Bassett,Bottom
BSTH13um,Candidate_division_OP11,0,0,Productive,Particle,Bassett,Bottom
BSTH13um,Candidate_division_OP3,29,0.28,Productive,Particle,Bassett,Bottom
BSTH13um,Candidate_division_OP8,0,0,Productive,Particle,Bassett,Bottom
BSTH13um,Candidate_division_SR1,12,0.12,Productive,Particle,Bassett,Bottom
BSTH13um,Candidate_division_TM7,0,0,Productive,Particle,Bassett,Bottom
BSTH13um,Candidate_division_WS3,9,0.09,Productive,Particle,Bassett,Bottom
BSTH13um,Chlamydiae,0,0,Productive,Particle,Bassett,Bottom
BSTH13um,Chlorobi,356,3.45,Productive,Particle,Bassett,Bottom
BSTH13um,Chloroflexi,1247,12.1,Productive,Particle,Bassett,Bottom
BSTH13um,Cyanobacteria,996,9.66,Productive,Particle,Bassett,Bottom
BSTH13um,Deferribacteres,0,0,Productive,Particle,Bassett,Bottom
BSTH13um,Deinococcus-Thermus,15,0.15,Productive,Particle,Bassett,Bottom
BSTH13um,Dictyoglomi,0,0,Productive,Particle,Bassett,Bottom
BSTH13um,Elusimicrobia,0,0,Productive,Particle,Bassett,Bottom
BSTH13um,Fibrobacteres,6,0.06,Productive,Particle,Bassett,Bottom
BSTH13um,Firmicutes,332,3.22,Productive,Particle,Bassett,Bottom
BSTH13um,Fusobacteria,0,0,Productive,Particle,Bassett,Bottom
BSTH13um,Gemmatimonadetes,0,0,Productive,Particle,Bassett,Bottom
BSTH13um,Lentisphaerae,226,2.19,Productive,Particle,Bassett,Bottom
BSTH13um,NPL-UPA2,51,0.49,Productive,Particle,Bassett,Bottom
BSTH13um,Planctomycetes,161,1.56,Productive,Particle,Bassett,Bottom
BSTH13um,Spirochaetae,47,0.46,Productive,Particle,Bassett,Bottom
BSTH13um,Tenericutes,0,0,Productive,Particle,Bassett,Bottom
BSTH13um,Thermotogae,0,0,Productive,Particle,Bassett,Bottom
BSTH13um,TM6,24,0.23,Productive,Particle,Bassett,Bottom
BSTH13um,Verrucomicrobia,776,7.53,Productive,Particle,Bassett,Bottom
BSTH13um,WCHB1-60,0,0,Productive,Particle,Bassett,Bottom
BSTH2,Acidobacteria,28,0.27,Productive,Free,Bassett,Bottom
BSTH2,Actinobacteria,960,9.31,Productive,Free,Bassett,Bottom
BSTH2,Armatimonadetes,10,0.1,Productive,Free,Bassett,Bottom
BSTH2,Bacteroidetes,2348,22.77,Productive,Free,Bassett,Bottom
BSTH2,BD1-5,29,0.28,Productive,Free,Bassett,Bottom
BSTH2,Candidate_division_BRC1,7,0.07,Productive,Free,Bassett,Bottom
BSTH2,Candidate_division_OD1,182,1.76,Productive,Free,Bassett,Bottom
BSTH2,Candidate_division_OP11,0,0,Productive,Free,Bassett,Bottom
BSTH2,Candidate_division_OP3,120,1.16,Productive,Free,Bassett,Bottom
BSTH2,Candidate_division_OP8,0,0,Productive,Free,Bassett,Bottom
BSTH2,Candidate_division_SR1,39,0.38,Productive,Free,Bassett,Bottom
BSTH2,Candidate_division_TM7,5,0.05,Productive,Free,Bassett,Bottom
BSTH2,Candidate_division_WS3,0,0,Productive,Free,Bassett,Bottom
BSTH2,Chlamydiae,0,0,Productive,Free,Bassett,Bottom
BSTH2,Chlorobi,511,4.95,Productive,Free,Bassett,Bottom
BSTH2,Chloroflexi,385,3.73,Productive,Free,Bassett,Bottom
BSTH2,Cyanobacteria,142,1.38,Productive,Free,Bassett,Bottom
BSTH2,Deferribacteres,8,0.08,Productive,Free,Bassett,Bottom
BSTH2,Deinococcus-Thermus,27,0.26,Productive,Free,Bassett,Bottom
BSTH2,Dictyoglomi,0,0,Productive,Free,Bassett,Bottom
BSTH2,Elusimicrobia,0,0,Productive,Free,Bassett,Bottom
BSTH2,Fibrobacteres,42,0.41,Productive,Free,Bassett,Bottom
BSTH2,Firmicutes,384,3.72,Productive,Free,Bassett,Bottom
BSTH2,Fusobacteria,0,0,Productive,Free,Bassett,Bottom
BSTH2,Gemmatimonadetes,0,0,Productive,Free,Bassett,Bottom
BSTH2,Lentisphaerae,359,3.48,Productive,Free,Bassett,Bottom
BSTH2,NPL-UPA2,162,1.57,Productive,Free,Bassett,Bottom
BSTH2,Planctomycetes,107,1.04,Productive,Free,Bassett,Bottom
BSTH2,Spirochaetae,95,0.92,Productive,Free,Bassett,Bottom
BSTH2,Tenericutes,16,0.16,Productive,Free,Bassett,Bottom
BSTH2,Thermotogae,0,0,Productive,Free,Bassett,Bottom
BSTH2,TM6,58,0.56,Productive,Free,Bassett,Bottom
BSTH2,Verrucomicrobia,537,5.21,Productive,Free,Bassett,Bottom
BSTH2,WCHB1-60,0,0,Productive,Free,Bassett,Bottom
BSTH23um,Acidobacteria,51,0.49,Productive,Particle,Bassett,Bottom
BSTH23um,Actinobacteria,46,0.45,Productive,Particle,Bassett,Bottom
BSTH23um,Armatimonadetes,38,0.37,Productive,Particle,Bassett,Bottom
BSTH23um,Bacteroidetes,2032,19.72,Productive,Particle,Bassett,Bottom
BSTH23um,BD1-5,18,0.17,Productive,Particle,Bassett,Bottom
BSTH23um,Candidate_division_BRC1,22,0.21,Productive,Particle,Bassett,Bottom
BSTH23um,Candidate_division_OD1,44,0.43,Productive,Particle,Bassett,Bottom
BSTH23um,Candidate_division_OP11,0,0,Productive,Particle,Bassett,Bottom
BSTH23um,Candidate_division_OP3,41,0.4,Productive,Particle,Bassett,Bottom
BSTH23um,Candidate_division_OP8,5,0.05,Productive,Particle,Bassett,Bottom
BSTH23um,Candidate_division_SR1,16,0.16,Productive,Particle,Bassett,Bottom
BSTH23um,Candidate_division_TM7,0,0,Productive,Particle,Bassett,Bottom
BSTH23um,Candidate_division_WS3,6,0.06,Productive,Particle,Bassett,Bottom
BSTH23um,Chlamydiae,0,0,Productive,Particle,Bassett,Bottom
BSTH23um,Chlorobi,379,3.68,Productive,Particle,Bassett,Bottom
BSTH23um,Chloroflexi,1046,10.15,Productive,Particle,Bassett,Bottom
BSTH23um,Cyanobacteria,888,8.62,Productive,Particle,Bassett,Bottom
BSTH23um,Deferribacteres,6,0.06,Productive,Particle,Bassett,Bottom
BSTH23um,Deinococcus-Thermus,23,0.22,Productive,Particle,Bassett,Bottom
BSTH23um,Dictyoglomi,0,0,Productive,Particle,Bassett,Bottom
BSTH23um,Elusimicrobia,4,0.04,Productive,Particle,Bassett,Bottom
BSTH23um,Fibrobacteres,0,0,Productive,Particle,Bassett,Bottom
BSTH23um,Firmicutes,384,3.73,Productive,Particle,Bassett,Bottom
BSTH23um,Fusobacteria,0,0,Productive,Particle,Bassett,Bottom
BSTH23um,Gemmatimonadetes,0,0,Productive,Particle,Bassett,Bottom
BSTH23um,Lentisphaerae,337,3.27,Productive,Particle,Bassett,Bottom
BSTH23um,NPL-UPA2,82,0.8,Productive,Particle,Bassett,Bottom
BSTH23um,Planctomycetes,139,1.35,Productive,Particle,Bassett,Bottom
BSTH23um,Spirochaetae,98,0.95,Productive,Particle,Bassett,Bottom
BSTH23um,Tenericutes,0,0,Productive,Particle,Bassett,Bottom
BSTH23um,Thermotogae,0,0,Productive,Particle,Bassett,Bottom
BSTH23um,TM6,15,0.15,Productive,Particle,Bassett,Bottom
BSTH23um,Verrucomicrobia,863,8.37,Productive,Particle,Bassett,Bottom
BSTH23um,WCHB1-60,0,0,Productive,Particle,Bassett,Bottom
GULE1,Acidobacteria,0,0,Unproductive,Free,Gull,Top
GULE1,Actinobacteria,3049,29.6,Unproductive,Free,Gull,Top
GULE1,Armatimonadetes,0,0,Unproductive,Free,Gull,Top
GULE1,Bacteroidetes,2146,20.83,Unproductive,Free,Gull,Top
GULE1,BD1-5,0,0,Unproductive,Free,Gull,Top
GULE1,Candidate_division_BRC1,0,0,Unproductive,Free,Gull,Top
GULE1,Candidate_division_OD1,11,0.11,Unproductive,Free,Gull,Top
GULE1,Candidate_division_OP11,0,0,Unproductive,Free,Gull,Top
GULE1,Candidate_division_OP3,17,0.17,Unproductive,Free,Gull,Top
GULE1,Candidate_division_OP8,0,0,Unproductive,Free,Gull,Top
GULE1,Candidate_division_SR1,0,0,Unproductive,Free,Gull,Top
GULE1,Candidate_division_TM7,0,0,Unproductive,Free,Gull,Top
GULE1,Candidate_division_WS3,0,0,Unproductive,Free,Gull,Top
GULE1,Chlamydiae,0,0,Unproductive,Free,Gull,Top
GULE1,Chlorobi,0,0,Unproductive,Free,Gull,Top
GULE1,Chloroflexi,0,0,Unproductive,Free,Gull,Top
GULE1,Cyanobacteria,444,4.31,Unproductive,Free,Gull,Top
GULE1,Deferribacteres,0,0,Unproductive,Free,Gull,Top
GULE1,Deinococcus-Thermus,0,0,Unproductive,Free,Gull,Top
GULE1,Dictyoglomi,0,0,Unproductive,Free,Gull,Top
GULE1,Elusimicrobia,0,0,Unproductive,Free,Gull,Top
GULE1,Fibrobacteres,0,0,Unproductive,Free,Gull,Top
GULE1,Firmicutes,0,0,Unproductive,Free,Gull,Top
GULE1,Fusobacteria,0,0,Unproductive,Free,Gull,Top
GULE1,Gemmatimonadetes,0,0,Unproductive,Free,Gull,Top
GULE1,Lentisphaerae,0,0,Unproductive,Free,Gull,Top
GULE1,NPL-UPA2,44,0.43,Unproductive,Free,Gull,Top
GULE1,Planctomycetes,136,1.32,Unproductive,Free,Gull,Top
GULE1,Spirochaetae,16,0.16,Unproductive,Free,Gull,Top
GULE1,Tenericutes,0,0,Unproductive,Free,Gull,Top
GULE1,Thermotogae,0,0,Unproductive,Free,Gull,Top
GULE1,TM6,7,0.07,Unproductive,Free,Gull,Top
GULE1,Verrucomicrobia,1167,11.33,Unproductive,Free,Gull,Top
GULE1,WCHB1-60,0,0,Unproductive,Free,Gull,Top
GULE13um,Acidobacteria,0,0,Unproductive,Particle,Gull,Top
GULE13um,Actinobacteria,166,1.61,Unproductive,Particle,Gull,Top
GULE13um,Armatimonadetes,14,0.14,Unproductive,Particle,Gull,Top
GULE13um,Bacteroidetes,3886,37.69,Unproductive,Particle,Gull,Top
